-3.498477791308169937e-01	9.211589977327200307e-01
-3.498477791308169937e-01	9.074750588709132870e-01
-3.552325681288112658e-01	9.074750588709132870e-01
-3.857463724507703140e-01	9.040540741554609072e-01
-3.839514427847764977e-01	9.040540741554609072e-01
-3.498477791308169937e-01	9.040540741554609072e-01
-3.857463724507703140e-01	7.706356702528422975e-01
-2.242027025109548655e-01	6.919530217974514397e-01
3.806885949303848160e-01	3.259076572441118591e-01
4.327415552443209523e-01	2.472250087887210013e-01
5.224880385442297603e-01	1.548584214715233442e-01
6.194142405081138891e-01	5.222888000797028252e-02
6.373635371681033446e-01	-1.276982958561349857e-02
7.271100204679993295e-01	-3.446053469844351791e-01
8.581398860858557853e-01	-6.935457879605156917e-01
9.442965100537641376e-01	-8.611740390176524373e-01
1.123789476653556330e+00	-1.056170167798403448e+00
1.211741030287471155e+00	-1.151957739831052985e+00
-1.229363315469839124e+00	7.843196091146491522e-01
-1.247312612129828580e+00	7.124789300901622768e-01
-1.116282746511959356e+00	5.859024956184464283e-01
-7.088337123304139231e-01	4.285371987076652678e-01
-6.513959630184835703e-01	4.216952292767612298e-01
-3.139491858108509059e-01	3.806434126913402771e-01
-2.636911551629086414e-01	3.498545502522743544e-01
-6.265903257112667712e-02	1.924892533414926110e-01
-7.016212925190105920e-03	1.548584214715233442e-01
1.976057689985795118e-01	1.459804813800069136e-02
2.963269006284702800e-01	-5.724263088648648412e-02
3.555595796064072722e-01	-1.051364169028111556e-01
5.296677572082179042e-01	-2.830276221063031117e-01
5.458221242022006647e-01	-3.275004234071763887e-01
5.530018428662015761e-01	-5.088126133261200446e-01
5.781308581901662969e-01	-6.353890477978355600e-01
6.553128338280800325e-01	-7.551235128386477591e-01
6.840317084840451534e-01	-7.893333599931653399e-01
8.366007300938786972e-01	-9.535406263348504829e-01
9.425015803877575538e-01	-1.049328198367499798e+00
9.927596110357126413e-01	-1.090380014952921028e+00
1.120199617321568475e+00	-1.189588571701022390e+00
1.227895397281453915e+00	-1.275113189587316675e+00
1.265588920267413986e+00	-1.305902052026382654e+00
1.290717935591378707e+00	-1.353795838042707533e+00
1.333796247575332883e+00	-1.432478486498098169e+00
1.378669489225280875e+00	-1.514582119668940852e+00
1.425337660541235563e+00	-1.593264768124331265e+00
-1.749892918609277093e+00	7.330048383828724479e-01
-1.726558832951293310e+00	7.227418842365173068e-01
-1.713994325289310838e+00	7.056369606592581833e-01
-1.588349248669448821e+00	6.201123427729640092e-01
-1.613478263993426420e+00	6.337962816347714190e-01
-1.749892918609277093e+00	7.158999148056139905e-01
-1.606298545329425398e+00	6.303752969193197053e-01
-1.561425303679477405e+00	6.201123427729640092e-01
-4.252348251027240345e-01	3.361706113904669446e-01
-5.368438424114472390e-02	1.924892533414926110e-01
3.322254939484363678e-01	-3.329573787832398879e-02
3.753038059323905440e-01	-7.776853917919697434e-02
5.224880385442297603e-01	-3.001325456835621797e-01
5.494119835342010649e-01	-4.917076897488611986e-01
7.289049501339932569e-01	-7.756494211313582632e-01
8.581398860858557853e-01	-9.706455499121092734e-01
9.586559473817530819e-01	-1.264850235440961423e+00
1.107635109659573347e+00	-1.340111899180900457e+00
1.258409201603412964e+00	-1.418794547636291092e+00
1.410978223213246618e+00	-1.497477196091681950e+00
-1.713994325289310838e+00	8.869491505782024499e-01
-1.749892918609277093e+00	7.980035479764565620e-01
-1.755277707607271198e+00	7.980035479764565620e-01
-1.783996582263236430e+00	7.740566549682940112e-01
-1.679890661635351501e+00	6.543221899274821451e-01
-1.516552062029529413e+00	5.516926484639288475e-01
-1.198849511147880076e+00	5.174828013094111556e-01
-9.601238655701381797e-01	5.003778777321521432e-01
-6.262669476945059710e-01	4.148532598458578580e-01
3.681240872684024001e-01	1.274905437479091630e-01
4.094074695863499924e-01	-3.329573787832398879e-02
4.578705705682984961e-01	-2.214498972281713218e-01
5.745409988581658967e-01	-6.901248032450639780e-01
6.553128338280800325e-01	-9.124888097494291417e-01
8.850638310758270899e-01	-1.080117060806565776e+00
1.095070601997591098e+00	-1.196430541131926262e+00
1.175842436967505122e+00	-1.230640388286443843e+00
1.323026669579344450e+00	-1.442741440644453643e+00
-1.588349248669448821e+00	9.280009671636234581e-01
-1.606298545329425398e+00	9.108960435863650007e-01
-1.611683334327432382e+00	8.664232422854917237e-01
-1.609888404661425909e+00	6.987949912283548670e-01
-1.606298545329425398e+00	6.474802204965781627e-01
-3.857463724507703140e-01	5.277457554557662966e-01
-1.254815708810641250e-01	1.617003909024267438e-01
1.599122460126323475e-01	4.880789529251858272e-02
2.604283073085169598e-01	-1.051364169028111556e-01
